dup ema st
2,2,1
2,2,15
2,2,18
2,2,21.6
2,2,25.92
1,1.9,25.92
1,1.8,25.92
1,1.7,25.92
1,1.6,25.92
1,1.5,21.92
1,1.4,17.92
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
1,1.4,15
1,1.3,15
3,1.5,15
2,1.6,18
2,1.7,21.6
2,1.7,25.92
2,1.7,31.104
2,1.7,37.3248
2,1.7,44.7898
1,1.6,44.7898
1,1.5,40.7898
1,1.4,36.7898
2,1.5,32.7898
1,1.4,28.7898
2,1.5,24.7898
1,1.4,20.7898
2,1.5,16.7898
2,1.6,20.1477
2,1.7,24.1773
1,1.6,24.1773
1,1.5,20.1773
1,1.4,16.1773
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
3,1.5,15
3,1.7,18
2,1.7,21.6
2,1.7,25.92
1,1.6,25.92
1,1.5,21.92
1,1.4,17.92
1,1.3,15
2,1.4,15
2,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
3,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
3,1.5,15
2,1.6,18
2,1.7,21.6
2,1.7,25.92
1,1.6,25.92
1,1.5,21.92
2,1.6,26.304
2,1.7,31.5648
1,1.6,31.5648
1,1.5,27.5648
1,1.4,23.5648
1,1.3,19.5648
1,1.3,15.5648
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
5,1.8,18
1,1.7,18
1,1.6,18
1,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,18
1,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
2,1.4,15
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,18
1,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,18
1,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,18
1,1.5,15
3,1.7,18
1,1.6,18
1,1.5,15
1,1.4,15
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,18
2,1.7,21.6
1,1.6,21.6
1,1.5,17.6
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
3,1.5,15
1,1.4,15
2,1.5,15
2,1.6,18
2,1.7,21.6
1,1.6,21.6
2,1.7,25.92
1,1.6,25.92
2,1.7,31.104
2,1.7,37.3248
1,1.6,37.3248
1,1.5,33.3248
1,1.4,29.3248
1,1.3,25.3248
1,1.3,21.3248
1,1.3,17.3248
1,1.3,15
2,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,18
2,1.7,21.6
2,1.7,25.92
2,1.7,31.104
2,1.7,37.3248
2,1.7,44.7898
1,1.6,44.7898
1,1.5,40.7898
1,1.4,36.7898
1,1.3,32.7898
1,1.3,28.7898
1,1.3,24.7898
1,1.3,20.7898
2,1.4,16.7898
2,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,18
1,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
1,1.4,15
2,1.5,15
2,1.6,18
1,1.5,15
2,1.6,18
1,1.5,15
1,1.4,15
2,1.5,15
2,1.6,18
2,1.7,21.6
2,1.7,25.92
2,1.7,31.104
1,1.6,31.104
1,1.5,27.104
1,1.4,23.104
1,1.3,19.104
1,1.3,15.104
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,18
2,1.7,21.6
1,1.6,21.6
1,1.5,17.6
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
1,1.4,15
2,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,18
2,1.7,21.6
1,1.6,21.6
1,1.5,17.6
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
1,1.3,15
1,1.3,15
2,1.4,15
1,1.3,15
2,1.4,15
1,1.3,15
2,1.4,15
1,1.3,15
1,1.3,15
2,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
1,1.3,15
2,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,18
2,1.7,21.6
2,1.7,25.92
1,1.6,25.92
1,1.5,21.92
1,1.4,17.92
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,18
2,1.7,21.6
2,1.7,25.92
2,1.7,31.104
2,1.7,37.3248
2,1.7,44.7898
2,1.7,53.7477
1,1.6,53.7477
2,1.7,64.4973
1,1.6,64.4973
1,1.5,60.4973
1,1.4,56.4973
1,1.3,52.4973
1,1.3,48.4973
