11,4,0,6
13,4,1,8
7,3,10,8
12,10,7,2
1,1,5,8
0,2,9,
3,,,
11,,,
6,,,
8,,,
12,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
13,,,
14,,,
20,,,
6,,,
24,,,
1,,,
22,,,
5,,,
8,,,
9,,,
20,,,
21,,,
14,,,
16,,,
4,,,
20,,,
4,,,
14,,,
14,,,
11,,,
8,,,
3,,,
2,,,
7,,,
0,,,
14,,,
1,,,
14,,,
12,,,
6,,,
2,,,
10,,,
0,,,
2,,,
11,,,
2,,,
9,,,
5,,,
12,,,
12,,,
9,,,
9,,,
4,,,
10,,,
14,,,
0,,,
12,,,
10,,,
14,,,
3,,,
13,,,
14,,,
6,,,
0,,,
6,,,
14,,,
0,,,
0,,,
13,,,
4,,,
13,,,
0,,,
14,,,
13,,,
3,,,
10,,,
7,,,
4,,,
7,,,
12,,,
8,,,
1,,,
6,,,
4,,,
3,,,
12,,,
4,,,
7,,,
0,,,
4,,,
11,,,
13,,,
3,,,
9,,,
14,,,
7,,,
12,,,
4,,,
17,,,
6,,,
10,,,
7,,,
14,,,
1,,,
12,,,
9,,,
8,,,
10,,,
18,,,
6,,,
8,,,
15,,,
3,,,
15,,,
3,,,
21,,,
5,,,
14,,,
13,,,
11,,,
5,,,
21,,,
25,,,
4,,,
2,,,
1,,,
8,,,
11,,,
7,,,
2,,,
3,,,
9,,,
9,,,
9,,,
10,,,
6,,,
3,,,
13,,,
3,,,
1,,,
8,,,
12,,,
14,,,
11,,,
13,,,
9,,,
9,,,
10,,,
9,,,
8,,,
7,,,
4,,,
1,,,
2,,,
3,,,
12,,,
4,,,
10,,,
1,,,
3,,,
12,,,
11,,,
5,,,
13,,,
5,,,
0,,,
12,,,
8,,,
6,,,
0,,,
1,,,
14,,,
13,,,
0,,,
3,,,
3,,,
2,,,
12,,,
13,,,
3,,,
12,,,
5,,,
9,,,
1,,,
8,,,
10,,,
6,,,
16,,,
18,,,
11,,,
14,,,
2,,,
10,,,
31,,,
8,,,
15,,,
50,,,
36,,,
65,,,
29,,,
34,,,
0,,,
8,,,
27,,,
56,,,
69,,,
33,,,
31,,,
69,,,
47,,,
26,,,
23,,,
32,,,
67,,,
7,,,
67,,,
14,,,
8,,,
54,,,
42,,,
23,,,
17,,,
68,,,
33,,,
16,,,
2,,,
59,,,
10,,,
23,,,
8,,,
24,,,
1,,,
1,,,
0,,,
12,,,
1,,,
3,,,
2,,,
13,,,
4,,,
5,,,
9,,,
3,,,
13,,,
4,,,
8,,,
5,,,
2,,,
9,,,
0,,,
12,,,
14,,,
2,,,
2,,,
3,,,
7,,,
0,,,
5,,,
2,,,
3,,,
13,,,
14,,,
11,,,
12,,,
12,,,
7,,,
2,,,
7,,,
1,,,
7,,,
11,,,
6,,,
1,,,
7,,,
11,,,
5,,,
0,,,
9,,,
14,,,
1,,,
9,,,
11,,,
7,,,
4,,,
13,,,
11,,,
11,,,
6,,,
1,,,
5,,,
1,,,
14,,,
11,,,
13,,,
3,,,
8,,,
12,,,
12,,,
0,,,
14,,,
4,,,
4,,,
12,,,
5,,,
11,,,
1,,,
3,,,
3,,,
10,,,
2,,,
5,,,
11,,,
6,,,
17,,,
7,,,
18,,,
6,,,
9,,,
12,,,
2,,,
8,,,
25,,,
13,,,
18,,,
12,,,
2,,,
16,,,
6,,,
1,,,
14,,,
12,,,
6,,,
3,,,
2,,,
11,,,
14,,,
3,,,
6,,,
2,,,
13,,,
1,,,
14,,,
9,,,
7,,,
4,,,
2,,,
3,,,
4,,,
6,,,
13,,,
13,,,
7,,,
9,,,
7,,,
5,,,
3,,,
11,,,
12,,,
1,,,
12,,,
11,,,
6,,,
3,,,
6,,,
8,,,
7,,,
5,,,
11,,,
5,,,
14,,,
0,,,
1,,,
4,,,
22,,,
5,,,
0,,,
6,,,
4,,,
2,,,
2,,,
6,,,
13,,,
2,,,
0,,,
12,,,
7,,,
10,,,
8,,,
11,,,
3,,,
12,,,
14,,,
3,,,
14,,,
1,,,
8,,,
17,,,
17,,,
0,,,
13,,,
12,,,
5,,,
9,,,
18,,,
3,,,
4,,,
3,,,
22,,,
25,,,
36,,,
12,,,
3,,,
12,,,
54,,,
33,,,
36,,,
44,,,
12,,,
49,,,
42,,,
29,,,
68,,,
59,,,
3,,,
24,,,
51,,,
3,,,
17,,,
29,,,
46,,,
16,,,
53,,,
6,,,
20,,,
30,,,
9,,,
28,,,
32,,,
23,,,
49,,,
37,,,
1,,,
26,,,
4,,,
7,,,
19,,,
21,,,
24,,,
14,,,
2,,,
0,,,
7,,,
12,,,
9,,,
34,,,
24,,,
4,,,
21,,,
25,,,
12,,,
6,,,
0,,,
21,,,
26,,,
18,,,
0,,,
1,,,
4,,,
16,,,
16,,,
12,,,
17,,,
6,,,
16,,,
1,,,
6,,,
11,,,
14,,,
10,,,
11,,,
17,,,
27,,,
20,,,
8,,,
29,,,
31,,,
38,,,
2,,,
16,,,
27,,,
2,,,
0,,,
11,,,
35,,,
10,,,
29,,,
17,,,
5,,,
5,,,
6,,,
14,,,
16,,,
9,,,
1,,,
4,,,
10,,,
7,,,
0,,,
1,,,
9,,,
1,,,
2,,,
10,,,
5,,,
14,,,
0,,,
6,,,
3,,,
10,,,
6,,,
14,,,
5,,,
3,,,
16,,,
12,,,
8,,,
8,,,
14,,,
4,,,
8,,,
14,,,
10,,,
3,,,
8,,,
11,,,
7,,,
10,,,
11,,,
0,,,
11,,,
5,,,
1,,,
5,,,
0,,,
6,,,
5,,,
8,,,
5,,,
0,,,
3,,,
11,,,
14,,,
0,,,
14,,,
1,,,
7,,,
3,,,
9,,,
3,,,
2,,,
4,,,
2,,,
4,,,
7,,,
2,,,
8,,,
7,,,
12,,,
4,,,
7,,,
0,,,
9,,,
8,,,
13,,,
1,,,
6,,,
3,,,
9,,,
11,,,
10,,,
4,,,
7,,,
9,,,
5,,,
14,,,
2,,,
4,,,
17,,,
11,,,
14,,,
16,,,
2,,,
22,,,
6,,,
17,,,
4,,,
9,,,
34,,,
29,,,
35,,,
43,,,
6,,,
49,,,
6,,,
24,,,
43,,,
26,,,
12,,,
2,,,
6,,,
32,,,
0,,,
5,,,
0,,,
3,,,
9,,,
5,,,
18,,,
4,,,
9,,,
14,,,
12,,,
10,,,
8,,,
5,,,
9,,,
4,,,
6,,,
8,,,
5,,,
11,,,
