dup ema st
2,2,1
2,2,15
2,2,19.5
2,2,25.35
1,1.9,25.35
1,1.8,25.35
1,1.7,25.35
1,1.6,25.35
1,1.5,21.35
1,1.4,17.35
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
3,1.5,15
1,1.4,15
2,1.5,15
2,1.6,19.5
1,1.5,15.5
1,1.4,15
2,1.5,15
1,1.4,15
2,1.5,15
2,1.6,19.5
1,1.5,15.5
2,1.6,20.15
2,1.7,26.195
2,1.7,34.0535
1,1.6,34.0535
1,1.5,30.0535
2,1.6,39.0696
1,1.5,35.0696
1,1.4,31.0696
1,1.3,27.0696
1,1.3,23.0696
1,1.3,19.0696
1,1.3,15.0696
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
3,1.5,15
3,1.7,19.5
1,1.6,19.5
1,1.5,15.5
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
9,2.3,19.5
3,2.4,25.35
3,2.5,32.955
3,2.6,42.8415
3,2.7,55.694
3,2.7,72.4021
2,2.6,72.4021
2,2.5,72.4021
2,2.4,72.4021
1,2.2,72.4021
1,2.1,72.4021
1,2,72.4021
1,1.9,72.4021
1,1.8,72.4021
1,1.7,72.4021
1,1.6,72.4021
1,1.5,68.4021
1,1.4,64.4021
1,1.3,60.4021
1,1.3,56.4021
1,1.3,52.4021
1,1.3,48.4021
1,1.3,44.4021
1,1.3,40.4021
1,1.3,36.4021
1,1.3,32.4021
1,1.3,28.4021
1,1.3,24.4021
1,1.3,20.4021
1,1.3,16.4021
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
1,1.3,15
3,1.5,15
2,1.6,19.5
2,1.7,25.35
2,1.7,32.955
1,1.6,32.955
1,1.5,28.955
1,1.4,24.955
1,1.3,20.955
1,1.3,16.955
1,1.3,15
1,1.3,15
3,1.5,15
1,1.4,15
1,1.3,15
2,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
3,1.5,15
2,1.6,19.5
2,1.7,25.35
1,1.6,25.35
1,1.5,21.35
1,1.4,17.35
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
3,1.5,15
2,1.6,19.5
2,1.7,25.35
1,1.6,25.35
3,1.8,32.955
2,1.8,42.8415
2,1.8,55.694
2,1.8,72.4021
1,1.7,72.4021
1,1.6,72.4021
1,1.5,68.4021
1,1.4,64.4021
1,1.3,60.4021
1,1.3,56.4021
1,1.3,52.4021
1,1.3,48.4021
1,1.3,44.4021
1,1.3,40.4021
2,1.4,36.4021
2,1.5,32.4021
2,1.6,42.1228
2,1.7,54.7596
1,1.6,54.7596
1,1.5,50.7596
1,1.4,46.7596
1,1.3,42.7596
1,1.3,38.7596
1,1.3,34.7596
1,1.3,30.7596
1,1.3,26.7596
1,1.3,22.7596
1,1.3,18.7596
3,1.5,15
3,1.7,19.5
2,1.7,25.35
2,1.7,32.955
2,1.7,42.8415
2,1.7,55.694
1,1.6,55.694
1,1.5,51.694
1,1.4,47.694
1,1.3,43.694
1,1.3,39.694
1,1.3,35.694
1,1.3,31.694
1,1.3,27.694
1,1.3,23.694
1,1.3,19.694
1,1.3,15.694
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,19.5
1,1.5,15.5
1,1.4,15
1,1.3,15
3,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
3,1.5,15
3,1.7,19.5
2,1.7,25.35
1,1.6,25.35
2,1.7,32.955
2,1.7,42.8415
2,1.7,55.694
1,1.6,55.694
1,1.5,51.694
1,1.4,47.694
1,1.3,43.694
1,1.3,39.694
1,1.3,35.694
1,1.3,31.694
1,1.3,27.694
1,1.3,23.694
1,1.3,19.694
1,1.3,15.694
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
1,1.4,15
2,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
3,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
1,1.4,15
2,1.5,15
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,19.5
1,1.5,15.5
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
1,1.3,15
2,1.4,15
3,1.6,19.5
3,1.8,25.35
1,1.7,25.35
1,1.6,25.35
1,1.5,21.35
1,1.4,17.35
1,1.3,15
1,1.3,15
1,1.3,15
3,1.5,15
1,1.4,15
2,1.5,15
2,1.6,19.5
1,1.5,15.5
1,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,19.5
2,1.7,25.35
1,1.6,25.35
1,1.5,21.35
3,1.7,27.755
1,1.6,27.755
1,1.5,23.755
1,1.4,19.755
1,1.3,15.755
1,1.3,15
3,1.5,15
3,1.7,19.5
3,1.9,25.35
3,2,32.955
1,1.9,32.955
1,1.8,32.955
1,1.7,32.955
1,1.6,32.955
1,1.5,28.955
1,1.4,24.955
1,1.3,20.955
1,1.3,16.955
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
3,1.6,19.5
2,1.7,25.35
1,1.6,25.35
1,1.5,21.35
1,1.4,17.35
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
3,1.5,15
3,1.7,19.5
2,1.7,25.35
2,1.7,32.955
1,1.6,32.955
1,1.5,28.955
1,1.4,24.955
1,1.3,20.955
2,1.4,16.955
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,19.5
2,1.7,25.35
1,1.6,25.35
1,1.5,21.35
1,1.4,17.35
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
2,1.4,15
1,1.3,15
2,1.4,15
1,1.3,15
1,1.3,15
2,1.4,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
1,1.3,15
3,1.5,15
3,1.7,19.5
2,1.7,25.35
2,1.7,32.955
1,1.6,32.955
1,1.5,28.955
1,1.4,24.955
1,1.3,20.955
1,1.3,16.955
2,1.4,15
1,1.3,15
2,1.4,15
2,1.5,15
2,1.6,19.5
1,1.5,15.5
2,1.6,20.15
